,State_Name,Crop_Year,Season,Crop,Area,Production
234857,Uttarakhand,2007,Whole Year ,Onion,341.0,1705.0
58276,Gujarat,2002,Whole Year ,Potato,16500.0,433100.0
232477,Uttarakhand,2008,Rabi       ,Wheat,13756.0,12257.0
161526,Punjab,2014,Rabi       ,Wheat,114000.0,527000.0
104619,Madhya Pradesh,2012,Rabi       ,Wheat,117620.0,263370.0
15325,Assam,2012,Rabi       ,Wheat,1050.0,1195.0
81881,Karnataka,2003,Kharif     ,Rice,28.0,31.0
226502,Uttar Pradesh,2006,Rabi       ,Potato,626.0,13670.0
18,Andaman and Nicobar Islands,2002,Kharif     ,Rice,189.2,510.84
208465,Uttar Pradesh,2008,Rabi       ,Wheat,228431.0,734406.0
219997,Uttar Pradesh,2005,Kharif     ,Rice,35499.0,68300.0
225521,Uttar Pradesh,2005,Rabi       ,Potato,5560.0,99096.0
64351,Gujarat,2011,Rabi       ,Onion,400.0,12400.0
76846,Jharkhand,2006,Rabi       ,Wheat,206.31,236.0
112918,Madhya Pradesh,2009,Whole Year ,Wheat,66642.0,70815.0
11981,Arunachal Pradesh,2007,Whole Year ,Sugarcane,40.0,1008.0
54788,Chhattisgarh,2003,Whole Year ,Onion,391.0,2590.0
56173,Chhattisgarh,2001,Whole Year ,Onion,1003.0,7950.0
150356,Odisha,2011,Winter     ,Rice,24000.0,46000.0
101014,Kerala,2012,Whole Year ,Cashewnut,3134.0,615.0
26655,Assam,2014,Summer     ,Rice,201.0,590.0
91403,Karnataka,2007,Kharif     ,Potato,510.0,13259.0
123288,Madhya Pradesh,2011,Rabi       ,Wheat,32636.0,50328.0
81394,Karnataka,2009,Rabi       ,Onion,438.0,7057.0
26281,Assam,2003,Summer     ,Rice,139.0,249.0
53029,Chhattisgarh,2011,Kharif     ,Rice,69804.0,104657.0
182654,Tamil Nadu,2004,Whole Year ,Onion,8.0,77.0
50813,Chhattisgarh,2012,Whole Year ,Onion,453.0,2205.0
190086,Tamil Nadu,2008,Whole Year ,Potato,3.0,55.0
242319,West Bengal,2003,Rabi       ,Wheat,21049.0,36439.0
59508,Gujarat,2012,Rabi       ,Onion,300.0,8600.0
96313,Karnataka,2007,Summer     ,Rice,9619.0,27506.0
162640,Punjab,2004,Rabi       ,Wheat,171000.0,734000.0
74094,Jammu and Kashmir ,2002,Whole Year ,Potato,207.0,2798.0
64196,Gujarat,2005,Rabi       ,Wheat,6500.0,16300.0
162449,Punjab,2005,Kharif     ,Rice,61000.0,182000.0
226026,Uttar Pradesh,2004,Whole Year ,Onion,66.0,786.0
207826,Uttar Pradesh,2003,Kharif     ,Rice,130793.0,281680.0
62649,Gujarat,2005,Whole Year ,Potato,100.0,1700.0
218100,Uttar Pradesh,2009,Kharif     ,Rice,28255.0,51594.0
100691,Kerala,2014,Autumn     ,Rice,494.0,1020.0
117501,Madhya Pradesh,2002,Whole Year ,Potato,410.0,5021.0
195409,Telangana ,2008,Whole Year ,Sugarcane,10619.0,822276.0
121206,Madhya Pradesh,2009,Whole Year ,Rice,101223.0,82891.0
167600,Rajasthan,2010,Whole Year ,Sugarcane,2.0,134.0
144618,Nagaland,2002,Rabi       ,Wheat,950.0,1900.0
26717,Assam,2006,Whole Year ,Onion,460.0,1150.0
10695,Arunachal Pradesh,2011,Whole Year ,Potato,26.0,19.0
160864,Puducherry,2007,Summer     ,Rice,4639.0,12381.0
194602,Telangana ,2002,Whole Year ,Sugarcane,50.0,3420.0
433,Andhra Pradesh,2002,Whole Year ,Potato,2.0,17.0
42590,Bihar,2001,Kharif     ,Rice,9.0,18.0
134501,Maharashtra,2014,Kharif     ,Rice,82100.0,136100.0
1619,Andhra Pradesh,2012,Kharif     ,Potato,240.0,3618.0
166055,Rajasthan,2008,Whole Year ,Onion,16.0,55.0
80709,Karnataka,2011,Kharif     ,Rice,1410.0,4853.0
25394,Assam,2012,Autumn     ,Rice,129.0,150.0
156907,Odisha,2003,Kharif     ,Rice,162000.0,271000.0
245651,West Bengal,2002,Whole Year ,Coconut ,18.0,123.3
86248,Karnataka,2011,Rabi       ,Onion,664.0,3403.0
68837,Haryana,2011,Whole Year ,Sugarcane,9928.0,77000.0
113473,Madhya Pradesh,2009,Whole Year ,Rice,8559.0,6893.0
188500,Tamil Nadu,2010,Kharif     ,Rice,79764.0,351822.0
146708,Nagaland,2011,Kharif     ,Rice,12260.0,23740.0
69914,Haryana,2010,Rabi       ,Wheat,86569.0,399000.0
144404,Nagaland,2011,Kharif     ,Rice,14750.0,29830.0
82859,Karnataka,2008,Rabi       ,Rice,126.0,398.0
206473,Uttar Pradesh,2002,Rabi       ,Wheat,180736.0,714495.0
117569,Madhya Pradesh,2004,Whole Year ,Onion,1367.0,17772.0
183801,Tamil Nadu,2013,Whole Year ,Sugarcane,5241.0,484717.0
204347,Uttar Pradesh,2012,Rabi       ,Onion,106.0,2438.0
10100,Arunachal Pradesh,2012,Whole Year ,Potato,105.0,683.0
160058,Odisha,2002,Rabi       ,Wheat,1954.0,2598.4
94825,Karnataka,2011,Summer     ,Rice,467.0,802.0
7142,Andhra Pradesh,2001,Kharif     ,Rice,178771.0,393654.0
239475,West Bengal,2006,Whole Year ,Sugarcane,8.0,820.0
204542,Uttar Pradesh,2001,Kharif     ,Rice,175784.0,363683.0
100878,Kerala,2004,Winter     ,Rice,56200.0,132403.0
33313,Bihar,2014,Rabi       ,Wheat,23385.0,66850.0
202954,Uttar Pradesh,2012,Summer     ,Onion,320.0,3036.0
37634,Bihar,2008,Rabi       ,Potato,5523.0,21264.0
10189,Arunachal Pradesh,2003,Whole Year ,Potato,92.0,644.0
92013,Karnataka,2006,Rabi       ,Wheat,4923.0,764.0
15064,Assam,2004,Whole Year ,Sugarcane,1080.0,37380.0
74130,Jammu and Kashmir ,2007,Rabi       ,Onion,209.0,519.5
115849,Madhya Pradesh,2010,Kharif     ,Rice,12545.0,19469.0
50626,Chhattisgarh,2007,Whole Year ,Onion,409.0,2429.0
26280,Assam,2003,Rabi       ,Wheat,137.0,143.0
90895,Karnataka,2008,Whole Year ,Cashewnut,2344.0,1519.97
24639,Assam,2006,Whole Year ,Coconut ,1340.0,6840000.0
36182,Bihar,2012,Whole Year ,Sugarcane,3920.0,253526.0
224246,Uttar Pradesh,2010,Kharif     ,Rice,37128.0,82944.0
74809,Jammu and Kashmir ,2007,Kharif     ,Rice,17961.0,46447.0
130239,Maharashtra,2002,Rabi       ,Wheat,27600.0,44000.0
221142,Uttar Pradesh,2012,Kharif     ,Sugarcane,2487.0,92402.0
205180,Uttar Pradesh,2007,Rabi       ,Wheat,91668.0,221837.0
211969,Uttar Pradesh,2004,Rabi       ,Wheat,166153.0,301366.0
244062,West Bengal,2008,Rabi       ,Wheat,2363.0,4551.0
39201,Bihar,2010,Autumn     ,Rice,33623.0,38155.0
4893,Andhra Pradesh,2002,Kharif     ,Onion,8365.0,104964.0
122888,Madhya Pradesh,2004,Rabi       ,Wheat,88189.0,67195.0
75874,Jharkhand,2006,Rabi       ,Potato,97.13,788.0
200060,Uttar Pradesh,2011,Summer     ,Onion,145.0,904.0
239911,West Bengal,2003,Autumn     ,Rice,5532.0,9152.0
211367,Uttar Pradesh,2013,Kharif     ,Rice,13750.0,33660.0
116870,Madhya Pradesh,2013,Whole Year ,Onion,817.0,18989.0
72291,Himachal Pradesh,2006,Whole Year ,Potato,1427.0,10973.0
157985,Odisha,2010,Autumn     ,Rice,39000.0,57000.0
108222,Madhya Pradesh,2010,Kharif     ,Rice,180.0,158.0
157911,Odisha,2006,Summer     ,Rice,3000.0,6000.0
162283,Punjab,2006,Rabi       ,Wheat,229000.0,910000.0
108303,Madhya Pradesh,2013,Kharif     ,Rice,113.0,76.0
116736,Madhya Pradesh,2009,Whole Year ,Onion,604.0,4631.0
113305,Madhya Pradesh,2004,Whole Year ,Sugarcane,233.0,8610.0
129664,Maharashtra,2013,Whole Year ,Sugarcane,7200.0,516500.0
96427,Karnataka,2009,Whole Year ,Cashewnut,159.0,121.0
58795,Gujarat,2007,Summer     ,Rice,1200.0,3700.0
162942,Punjab,2005,Kharif     ,Rice,250000.0,1130000.0
13681,Assam,2008,Whole Year ,Onion,259.0,518.0
38534,Bihar,2005,Winter     ,Rice,44737.0,28687.0
201107,Uttar Pradesh,2014,Rabi       ,Wheat,104341.0,236332.0
188263,Tamil Nadu,2003,Kharif     ,Rice,52474.0,197848.0
122337,Madhya Pradesh,2002,Whole Year ,Potato,276.0,2776.0
14677,Assam,2010,Winter     ,Rice,35740.0,57482.0
190599,Tamil Nadu,2009,Kharif     ,Rice,148454.0,467831.0
76635,Jharkhand,2005,Winter     ,Potato,2657.14,14518.61
97976,Karnataka,2014,Rabi       ,Wheat,1080.0,1137.0
243520,West Bengal,2007,Whole Year ,Sugarcane,145.0,15514.0
26091,Assam,2014,Winter     ,Rice,130052.0,266895.0
170225,Rajasthan,2007,Whole Year ,Potato,500.0,6670.0
153847,Odisha,2007,Winter     ,Sugarcane,1.0,25.7
198047,Tripura,2003,Whole Year ,Sugarcane,152.0,5845.0
95783,Karnataka,2014,Whole Year ,Sugarcane,3940.0,393015.0
186003,Tamil Nadu,2013,Kharif     ,Rice,167289.0,831483.0
201036,Uttar Pradesh,2012,Kharif     ,Sugarcane,684.0,41522.0
50309,Chhattisgarh,2014,Rabi       ,Potato,280.0,1824.0
58320,Gujarat,2004,Whole Year ,Onion,100.0,3900.0
147828,Odisha,2015,Winter     ,Rice,117000.0,129000.0
219595,Uttar Pradesh,2008,Kharif     ,Rice,3207.0,2402.0
187085,Tamil Nadu,2005,Whole Year ,Sugarcane,5558.0,570279.0
74257,Jammu and Kashmir ,2014,Kharif     ,Potato,1.0,10.6
53539,Chhattisgarh,2010,Whole Year ,Onion,8.0,42.0
141814,Meghalaya,2008,Rabi       ,Wheat,2.0,2.0
33869,Bihar,2001,Kharif     ,Rice,39998.0,80525.0
104495,Madhya Pradesh,2008,Whole Year ,Potato,903.0,8186.0
102451,Madhya Pradesh,2013,Whole Year ,Sugarcane,8.0,400.0
194145,Telangana ,2006,Whole Year ,Cashewnut,20.0,4.0
56949,Dadra and Nagar Haveli,2014,Rabi       ,Rice,376.0,726.0
79164,Karnataka,2012,Rabi       ,Onion,1872.0,5309.0
98325,Kerala,2001,Autumn     ,Rice,11821.0,22370.0
105186,Madhya Pradesh,2002,Whole Year ,Onion,615.0,5932.0
34164,Bihar,2009,Rabi       ,Wheat,35219.0,68556.0
96252,Karnataka,2006,Rabi       ,Rice,140.0,322.0
114553,Madhya Pradesh,2011,Rabi       ,Wheat,37423.0,62159.0
158414,Odisha,2013,Winter     ,Rice,103000.0,91000.0
90807,Karnataka,2005,Whole Year ,Coconut ,1386.0,6622.0
50719,Chhattisgarh,2010,Kharif     ,Rice,179402.0,247335.0
103012,Madhya Pradesh,2011,Kharif     ,Rice,874.0,806.0
101190,Kerala,2002,Whole Year ,Tea,1348.0,0.1
170253,Rajasthan,2008,Whole Year ,Potato,395.0,4565.0
8770,Andhra Pradesh,2003,Whole Year ,Coconut ,3153.0,37285560.0
183254,Tamil Nadu,2011,Whole Year ,Coconut ,7466.0,113900000.0
40027,Bihar,2004,Autumn     ,Rice,62587.0,78058.0
19313,Assam,2012,Whole Year ,Coconut ,325.0,1762.0
205512,Uttar Pradesh,2002,Rabi       ,Onion,6.0,62.0
233909,Uttarakhand,2001,Whole Year ,Sugarcane,6580.0,392826.0
215174,Uttar Pradesh,2013,Rabi       ,Potato,617.0,13059.0
169355,Rajasthan,2004,Whole Year ,Onion,15.0,18.0
57339,Gujarat,2004,Kharif     ,Rice,78900.0,176000.0
97807,Karnataka,2010,Rabi       ,Wheat,1804.0,1605.0
137364,Maharashtra,2008,Rabi       ,Wheat,16000.0,19300.0
172717,Rajasthan,2006,Rabi       ,Wheat,37751.0,76355.0
123053,Madhya Pradesh,2010,Kharif     ,Rice,58194.0,50974.0
61297,Gujarat,2003,Rabi       ,Wheat,57300.0,153200.0
142449,Mizoram,2009,Whole Year ,Sugarcane,241.0,3319.0
64781,Gujarat,2010,Rabi       ,Wheat,5300.0,17500.0
132420,Maharashtra,2005,Rabi       ,Wheat,12000.0,24300.0
116583,Madhya Pradesh,2003,Whole Year ,Tomato,109.0,0.0
209286,Uttar Pradesh,2005,Kharif     ,Sugarcane,19794.0,1082494.0
100618,Kerala,2010,Autumn     ,Rice,1088.27,2296.7
141793,Meghalaya,2006,Winter     ,Rice,7664.0,15076.0
84041,Karnataka,2008,Rabi       ,Potato,18.0,259.0
244716,West Bengal,2010,Autumn     ,Rice,11867.0,23358.0
199663,Uttar Pradesh,2013,Summer     ,Onion,106.0,1426.0
32326,Bihar,2008,Rabi       ,Wheat,78765.0,123121.0
233372,Uttarakhand,2011,Kharif     ,Rice,10905.0,23083.0
76534,Jharkhand,2003,Rabi       ,Wheat,8782.95,8466.76
233163,Uttarakhand,2003,Whole Year ,Potato,1386.0,23090.0
51124,Chhattisgarh,2006,Rabi       ,Potato,85.0,262.0
107154,Madhya Pradesh,2005,Whole Year ,Sugarcane,52.0,1490.0
63758,Gujarat,2003,Whole Year ,Potato,3400.0,63000.0
202308,Uttar Pradesh,2007,Rabi       ,Wheat,151961.0,417589.0
56887,Dadra and Nagar Haveli,2010,Kharif     ,Rice,10220.0,19653.0
124853,Madhya Pradesh,2002,Kharif     ,Rice,686.0,209.0
16496,Assam,2012,Whole Year ,Potato,3670.0,31082.0
198743,Uttar Pradesh,2014,Summer     ,Onion,79.0,1276.0
17346,Assam,2005,Autumn     ,Rice,6214.0,8530.0
138377,Manipur,2003,Whole Year ,Tomato,85.0,680.0
194123,Telangana ,2006,Kharif     ,Rice,63532.0,166136.0
240249,West Bengal,2012,Winter     ,Rice,27311.0,58903.0
25802,Assam,2006,Winter     ,Rice,82779.0,79018.0
233175,Uttarakhand,2004,Kharif     ,Rice,12317.0,23415.0
9571,Andhra Pradesh,2006,Whole Year ,Sugarcane,36365.0,3329761.0
149874,Odisha,2010,Winter     ,Sugarcane,1426.0,82166.1
118606,Madhya Pradesh,2007,Whole Year ,Sugarcane,48.0,1090.0
182224,Tamil Nadu,2004,Kharif     ,Rice,60368.0,196583.0
205023,Uttar Pradesh,2001,Kharif     ,Rice,119463.0,254295.0
146945,Odisha,2001,Kharif     ,Rice,113000.0,187000.0
9729,Andhra Pradesh,2012,Kharif     ,Tomato,183.0,3995.0
225148,Uttar Pradesh,2009,Rabi       ,Wheat,144989.0,345218.0
163293,Punjab,2004,Rabi       ,Wheat,173000.0,759000.0
37480,Bihar,2003,Whole Year ,Sugarcane,401.0,16024.0
82206,Karnataka,2011,Kharif     ,Onion,13439.0,50455.0
25837,Assam,2008,Autumn     ,Rice,33082.0,34022.0
217740,Uttar Pradesh,2013,Rabi       ,Onion,127.0,2583.0
45621,Bihar,2005,Summer     ,Rice,496.0,473.0
68048,Haryana,2003,Kharif     ,Rice,156847.0,388000.0
155210,Odisha,2011,Winter     ,Potato,88.0,1148.6
122421,Madhya Pradesh,2005,Kharif     ,Rice,6159.0,5846.0
76862,Jharkhand,2010,Rabi       ,Potato,35.0,46.0
2187,Andhra Pradesh,2006,Rabi       ,Rice,168963.0,845829.0
123740,Madhya Pradesh,2010,Whole Year ,Potato,1424.0,4957.0
125658,Maharashtra,2013,Rabi       ,Wheat,51900.0,100700.0
75809,Jharkhand,2004,Rabi       ,Wheat,2987.09,5188.58
148150,Odisha,2011,Summer     ,Wheat,51.0,57.2
5816,Andhra Pradesh,2003,Whole Year ,Coconut ,200.0,2369640.0
215393,Uttar Pradesh,2004,Kharif     ,Sugarcane,10237.0,436547.0
222673,Uttar Pradesh,2002,Kharif     ,Rice,13220.0,30021.0
78791,Karnataka,2005,Summer     ,Onion,22.0,366.0
57101,Goa,2008,Whole Year ,Sugarcane,753.0,35262.0
83286,Karnataka,2009,Rabi       ,Potato,629.0,13463.0
15637,Assam,2004,Summer     ,Rice,6282.0,4792.0
170169,Rajasthan,2005,Whole Year ,Potato,307.0,812.0
193340,Telangana ,2003,Whole Year ,Tomato,5077.0,27974.0
116840,Madhya Pradesh,2012,Whole Year ,Sugarcane,153.0,3750.0
107152,Madhya Pradesh,2005,Whole Year ,Onion,644.0,13067.0
90502,Karnataka,2012,Whole Year ,Coconut ,1394.0,13725.0
64317,Gujarat,2010,Kharif     ,Rice,60700.0,124000.0
4574,Andhra Pradesh,2012,Kharif     ,Rice,253166.0,908360.0
98821,Kerala,2010,Whole Year ,Sugarcane,2173.53,217410.0
114282,Madhya Pradesh,2002,Whole Year ,Tomato,236.0,0.0
86126,Karnataka,2009,Kharif     ,Rice,75176.0,255673.58
162805,Punjab,2006,Kharif     ,Rice,110000.0,414000.0
201274,Uttar Pradesh,2003,Kharif     ,Rice,205352.0,417537.0
93110,Karnataka,2014,Rabi       ,Rice,828.0,2628.0
171278,Rajasthan,2006,Whole Year ,Sugarcane,1.0,58.0
145807,Nagaland,2009,Rabi       ,Wheat,210.0,270.0
209693,Uttar Pradesh,2002,Summer     ,Onion,428.0,4785.0
142473,Mizoram,2005,Whole Year ,Potato,2.0,10.0
161920,Punjab,2005,Kharif     ,Rice,85000.0,361000.0
211190,Uttar Pradesh,2003,Rabi       ,Wheat,64627.0,206086.0
243997,West Bengal,2006,Winter     ,Rice,513019.0,1281080.0
11967,Arunachal Pradesh,2006,Rabi       ,Wheat,37.0,43.0
112801,Madhya Pradesh,2005,Whole Year ,Sugarcane,15.0,270.0
1674,Andhra Pradesh,2013,Kharif     ,Onion,170.0,3201.0
69599,Haryana,2010,Whole Year ,Onion,69.0,1600.0
227539,Uttar Pradesh,2010,Rabi       ,Wheat,44634.0,128055.0
214726,Uttar Pradesh,2013,Summer     ,Onion,14.0,188.0
216444,Uttar Pradesh,2007,Rabi       ,Wheat,73305.0,255343.0
107235,Madhya Pradesh,2008,Rabi       ,Wheat,66962.0,131749.0
215444,Uttar Pradesh,2006,Rabi       ,Onion,57.0,1093.0
149193,Odisha,2003,Kharif     ,Rice,73000.0,132000.0
38494,Bihar,2004,Whole Year ,Onion,223.0,2043.0
25091,Assam,2002,Rabi       ,Wheat,246.0,278.0
62282,Gujarat,2007,Summer     ,Rice,6100.0,18800.0
2738,Andhra Pradesh,2002,Whole Year ,Cashewnut,150.0,19.0
135614,Maharashtra,2003,Whole Year ,Onion,2350.0,21453.0
116084,Madhya Pradesh,2002,Whole Year ,Onion,272.0,3049.0
140739,Meghalaya,2004,Whole Year ,Sugarcane,6.0,18.0
233964,Uttarakhand,2003,Whole Year ,Sugarcane,5133.0,297201.0
98159,Kerala,2007,Winter     ,Rice,10053.0,21366.0
174835,Rajasthan,2009,Whole Year ,Potato,5.0,15.0
222482,Uttar Pradesh,2012,Kharif     ,Rice,84412.0,180557.0
192242,Telangana ,2007,Kharif     ,Rice,130000.0,441000.0
204253,Uttar Pradesh,2009,Rabi       ,Onion,56.0,962.0
110277,Madhya Pradesh,2002,Whole Year ,Sugarcane,74.0,2320.0
134750,Maharashtra,2014,Summer     ,Rice,9100.0,30100.0
165827,Rajasthan,2001,Rabi       ,Wheat,67650.0,211353.0
53804,Chhattisgarh,2014,Rabi       ,Potato,103.0,670.0
103048,Madhya Pradesh,2012,Rabi       ,Wheat,125817.0,325956.0
119784,Madhya Pradesh,2011,Whole Year ,Onion,5126.0,36868.0
111254,Madhya Pradesh,2001,Whole Year ,Sugarcane,92.0,2140.0
154171,Odisha,2004,Whole Year ,Onion,947.0,8335.0
57075,Goa,2005,Kharif     ,Rice,22572.0,61837.0
194098,Telangana ,2005,Rabi       ,Wheat,2438.0,4193.0
225198,Uttar Pradesh,2011,Rabi       ,Onion,56.0,1281.0
112501,Madhya Pradesh,2011,Kharif     ,Rice,12137.0,8569.0
10026,Arunachal Pradesh,2005,Rabi       ,Wheat,160.0,240.0
13901,Assam,2014,Whole Year ,Potato,2602.0,21320.0
2687,Andhra Pradesh,2001,Rabi       ,Rice,44917.0,181060.0
101875,Kerala,2011,Autumn     ,Rice,2740.18,5819.23
85902,Karnataka,2004,Whole Year ,Onion,5459.0,62703.0
24716,Assam,2008,Winter     ,Rice,65000.0,109675.0
116975,Madhya Pradesh,2001,Whole Year ,Onion,294.0,3550.0
179627,Tamil Nadu,2003,Whole Year ,Sugarcane,2961.0,189827.0
162141,Punjab,2009,Whole Year ,Sugarcane,100.0,6000.0
203674,Uttar Pradesh,2006,Summer     ,Onion,44.0,512.0
52079,Chhattisgarh,2014,Rabi       ,Potato,140.0,922.0
26623,Assam,2013,Whole Year ,Sugarcane,205.0,7579.0
224487,Uttar Pradesh,2001,Whole Year ,Sugarcane,49713.0,3036868.0
143044,Nagaland,2004,Whole Year ,Potato,1750.0,10730.0
98907,Kerala,2014,Whole Year ,Wheat,1.0,3.0
51243,Chhattisgarh,2010,Kharif     ,Rice,95739.0,151006.0
85412,Karnataka,2008,Summer     ,Rice,1608.0,3608.0
128922,Maharashtra,2004,Summer     ,Rice,700.0,1000.0
184877,Tamil Nadu,2003,Whole Year ,Sugarcane,4756.0,450155.0
76228,Jharkhand,2010,Rabi       ,Potato,1195.0,11221.0
170456,Rajasthan,2002,Rabi       ,Wheat,167298.0,523366.0
195773,Telangana ,2001,Whole Year ,Sugarcane,1034.0,86285.0
143935,Nagaland,2008,Kharif     ,Rice,7760.0,14300.0
63957,Gujarat,2011,Whole Year ,Potato,14700.0,292100.0
93446,Karnataka,2004,Kharif     ,Rice,99284.0,312198.54
241245,West Bengal,2012,Winter     ,Rice,177035.0,436691.0
89661,Karnataka,2013,Kharif     ,Rice,50260.0,153841.0
142332,Mizoram,2001,Whole Year ,Potato,10.0,75.0
219187,Uttar Pradesh,2010,Rabi       ,Wheat,119090.0,345837.0
62857,Gujarat,2012,Kharif     ,Rice,67300.0,118900.0
60585,Gujarat,2003,Rabi       ,Wheat,90300.0,333900.0
26662,Assam,2014,Winter     ,Rice,57642.0,97271.0
31290,Bihar,2011,Rabi       ,Wheat,59947.0,222606.0
183763,Tamil Nadu,2012,Kharif     ,Rice,7299.0,20892.0
50276,Chhattisgarh,2013,Rabi       ,Wheat,2135.0,3841.0
158794,Odisha,2008,Winter     ,Potato,93.0,1030.7
184880,Tamil Nadu,2003,Whole Year ,Tomato,3747.0,21103.0
97394,Karnataka,2004,Whole Year ,Onion,77.0,697.0
145388,Nagaland,2009,Kharif     ,Sugarcane,350.0,10510.0
72625,Himachal Pradesh,2006,Rabi       ,Onion,105.0,876.0
242324,West Bengal,2003,Whole Year ,Coconut ,790.0,10475.4
199025,Uttar Pradesh,2008,Kharif     ,Sugarcane,11462.0,655718.0
80665,Karnataka,2010,Kharif     ,Potato,59.0,448.0
73610,Himachal Pradesh,2001,Kharif     ,Rice,3305.0,6156.0
175457,Rajasthan,2003,Whole Year ,Onion,4254.0,29824.0
101869,Kerala,2010,Whole Year ,Coconut ,75364.43,493258000.0
24481,Assam,2001,Whole Year ,Potato,3800.0,28986.0
110106,Madhya Pradesh,2012,Whole Year ,Sugarcane,1790.0,57300.0
20146,Assam,2003,Whole Year ,Sugarcane,744.0,30699.0
148782,Odisha,2001,Whole Year ,Sugarcane,143.0,8424.7
228499,Uttar Pradesh,2008,Kharif     ,Rice,71092.0,162801.0
133420,Maharashtra,2010,Kharif     ,Rice,11200.0,3400.0
44020,Bihar,2006,Summer     ,Rice,1435.0,2068.0
216180,Uttar Pradesh,2014,Summer     ,Rice,2.0,4.0
56647,Chhattisgarh,2013,Whole Year ,Sugarcane,1063.0,3330.0
101506,Kerala,2004,Whole Year ,Cashewnut,2061.0,761.0
55629,Chhattisgarh,2009,Whole Year ,Potato,34.0,136.0
224972,Uttar Pradesh,2002,Whole Year ,Potato,6397.0,107406.0
128172,Maharashtra,2003,Whole Year ,Tomato,148.0,460.0
106267,Madhya Pradesh,2011,Whole Year ,Potato,1444.0,8229.0
36717,Bihar,2010,Summer     ,Rice,2091.0,3811.0
199035,Uttar Pradesh,2008,Rabi       ,Potato,18264.0,399324.0
21689,Assam,2005,Whole Year ,Potato,1500.0,2682.0
149343,Odisha,2008,Winter     ,Sugarcane,13.0,696.1
25790,Assam,2006,Summer     ,Rice,12827.0,20358.0
164056,Punjab,2014,Kharif     ,Rice,36000.0,129000.0
56829,Dadra and Nagar Haveli,2005,Rabi       ,Rice,657.0,1347.0
41085,Bihar,2002,Whole Year ,Potato,3104.0,52731.0
54976,Chhattisgarh,2008,Kharif     ,Rice,529148.0,691851.0
208077,Uttar Pradesh,2012,Rabi       ,Onion,18.0,414.0
76370,Jharkhand,2006,Autumn     ,Rice,5309.27,3479.33
88331,Karnataka,2003,Whole Year ,Tomato,303.0,4227.0
195521,Telangana ,2011,Whole Year ,Coconut ,2.0,29212.0
92343,Karnataka,2014,Summer     ,Rice,35716.0,95208.0
43183,Bihar,2009,Autumn     ,Rice,1.0,1.0
127063,Maharashtra,2003,Whole Year ,Tomato,366.0,1147.0
120808,Madhya Pradesh,2012,Whole Year ,Potato,1137.0,24925.0
89357,Karnataka,2007,Rabi       ,Rice,220.0,446.0
203342,Uttar Pradesh,2011,Kharif     ,Rice,107106.0,235098.0
91599,Karnataka,2012,Summer     ,Potato,350.0,7632.0
25739,Assam,2004,Winter     ,Rice,121436.0,185799.0
70745,Haryana,2008,Rabi       ,Wheat,279121.0,1394000.0
21075,Assam,2003,Summer     ,Rice,1764.0,2049.0
120495,Madhya Pradesh,2003,Rabi       ,Wheat,98668.0,93086.0
90939,Karnataka,2010,Rabi       ,Rice,5.0,12.0
235128,Uttarakhand,2003,Whole Year ,Potato,203.0,2944.0
82844,Karnataka,2008,Kharif     ,Rice,15768.0,44789.0
66165,Haryana,2009,Rabi       ,Wheat,156606.0,561000.0
94805,Karnataka,2011,Kharif     ,Onion,30.0,148.0
132492,Maharashtra,2008,Rabi       ,Wheat,9400.0,19900.0
100513,Kerala,2003,Whole Year ,Coconut ,109582.0,858000000.0
75436,Jammu and Kashmir ,2013,Rabi       ,Potato,44.0,553.5
116299,Madhya Pradesh,2010,Whole Year ,Potato,8.0,103.0
92176,Karnataka,2010,Rabi       ,Wheat,9156.0,5958.0
137933,Manipur,2004,Whole Year ,Onion,100.0,210.0
168409,Rajasthan,2008,Whole Year ,Onion,193.0,1693.0
78327,Karnataka,2013,Summer     ,Onion,182.0,1429.0
216384,Uttar Pradesh,2005,Rabi       ,Potato,37507.0,676401.0
88473,Karnataka,2006,Whole Year ,Sugarcane,5330.0,324064.0
163854,Punjab,2010,Kharif     ,Rice,234000.0,873000.0
158587,Odisha,2001,Rabi       ,Wheat,14.0,15.4
12356,Arunachal Pradesh,2012,Whole Year ,Potato,395.0,2621.0
213991,Uttar Pradesh,2004,Whole Year ,Onion,621.0,7061.0
11838,Arunachal Pradesh,2011,Kharif     ,Rice,6730.0,8436.0
75576,Jammu and Kashmir ,2008,Rabi       ,Wheat,28735.0,36190.0
32240,Bihar,2005,Whole Year ,Onion,91.0,784.0
37039,Bihar,2006,Autumn     ,Rice,695.0,614.0
46994,Chhattisgarh,2014,Rabi       ,Potato,45.0,297.0
196688,Telangana ,2008,Rabi       ,Onion,216.0,4871.0
127586,Maharashtra,2011,Summer     ,Rice,5000.0,12700.0
138783,Manipur,2003,Whole Year ,Sugarcane,10.0,330.0
42674,Bihar,2003,Whole Year ,Potato,5499.0,55944.0
123461,Madhya Pradesh,2001,Whole Year ,Potato,1951.0,27146.0
190587,Tamil Nadu,2008,Whole Year ,Onion,230.0,2174.0
10765,Arunachal Pradesh,2001,Kharif     ,Rice,10900.0,14170.0
181668,Tamil Nadu,2003,Whole Year ,Onion,58.0,522.0
69432,Haryana,2002,Whole Year ,Sugarcane,1197.0,60000.0
192372,Telangana ,2011,Rabi       ,Rice,157649.0,518192.0
